"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165",4.94092561847282e-06,7.11297608837572e-05,0.610526878385931,0.255726799269334,2.31694745919679,135,"PSMB1;UBB;PSMA2;COL4A4;COL4A3;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;PRNP;UBC;COL4A2;PSMB2;PSMA3;PSMA4;PSMD4;AGRN;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;COL4A1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;COL4A5;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Translesion synthesis by POLI Homo sapiens R-HSA-5656121",0.000952503622012529,0.0068223658443656,0.477270815362862,0.55215158351248,2.30278416166562,15,"UBB;UBC;PCNA;RPA2;RFC1;RFC5;RFC2;RPA1;RFC4;UBA52;RPA3;RFC3"
"Translesion synthesis by REV1 Homo sapiens R-HSA-110312",0.000952503622012529,0.0068223658443656,0.477270815362862,0.55215158351248,2.30278416166562,15,"UBB;UBC;PCNA;RPA2;RFC1;RFC5;RFC2;RPA1;RFC4;UBA52;RPA3;RFC3"
"Ion transport by P-type ATPases Homo sapiens R-HSA-936837",0.000680354966120484,0.00515227146218325,0.477270815362862,0.459089308372286,2.30013144743242,23,"FXYD3;ATP1B1;SRI;ATP8A1;ATP11A;FXYD4;ATP2B1;ATP1B3;CAMK2D;ATP9A;CALM1;ATP11B;ATP2A2"
"NCAM1 interactions Homo sapiens R-HSA-419037",0.000773036480451125,0.00564821629435144,0.477270815362862,0.722904385700475,2.2994324857219,8,"COL4A4;COL4A3;PRNP;COL4A2;AGRN;COL4A1;COL4A5"
"Formation of the ternary complex, and subsequently, the 43S complex Homo sapiens R-HSA-72695",0.000627890104816065,0.00477985451519664,0.477270815362862,0.534052511554275,2.29534501937713,16,"FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF3L;EIF1AX;EIF2S1"
"Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689",0.00100398894722201,0.00712097526468686,0.45505986738723,0.549751731242324,2.29277542137931,15,"FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF3L;EIF1AX"
"Apoptotic cleavage of cellular proteins Homo sapiens R-HSA-111465",0.000456905325583495,0.00371139856647152,0.49849310876659,0.427590184960141,2.28989620439363,26,"CDH1;TJP1;CTNNB1;BCAP31;DSP;LMNB1;APC;CASP6;PLEC;SPTAN1;GSN;FNTA;VIM;DBNL;OCLN;LMNA;ROCK1;PRKCD;ACIN1;PTK2"
"Deposition of new CENPA-containing nucleosomes at the centromere Homo sapiens R-HSA-606279",0.00115844527515339,0.00801809694660526,0.45505986738723,0.544550781936871,2.27108452336534,15,"H2AFZ;NPM1;CENPW;MIS18A;HJURP;H2AFX;SMARCA5;ITGB3BP;RBBP7;STRA13"
"Nucleosome assembly Homo sapiens R-HSA-774815",0.00115844527515339,0.00801809694660526,0.45505986738723,0.544550781936871,2.27108452336534,15,"H2AFZ;NPM1;CENPW;MIS18A;HJURP;H2AFX;SMARCA5;ITGB3BP;RBBP7;STRA13"
"Adherens junctions interactions Homo sapiens R-HSA-418990",0.000806796532085901,0.0058654107882645,0.477270815362862,0.582689806485654,2.27100875759456,13,"CDH1;CTNND1;CADM1;JUP;CTNNB1;CDH13;PVRL3;MLLT4;CTNNA1"
"Termination of translesion DNA synthesis Homo sapiens R-HSA-5656169",0.000769599309890903,0.00564821629435144,0.477270815362862,0.458291172871623,2.25760926453095,22,"UBB;UBC;PCNA;RPA2;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;UBA52;RPA3;RFC3;POLD3;POLK;POLD4"
"Cardiac conduction Homo sapiens R-HSA-5576891",0.000490634966280584,0.00386082413009067,0.477270815362862,0.414548210369446,2.25348649834794,27,"FXYD3;ATP1B1;SRI;KCNE2;FXYD4;ATP2B1;ASPH;ATP1B3;CAMK2D;CALM1;ITPR1;ORAI1;PRKACA;ATP2A2;KCNK1;HIPK2;WWTR1;ATP1A1;HIPK1;AKAP9;RANGRF;KCNK2"
"Axon guidance Homo sapiens R-HSA-422475",1.96998569819583e-08,4.40036718273924e-07,0.73376198835648,0.218940959621914,2.24583714452569,255,"HSP90AB1;PSMB1;ACTG1;UBB;CLTA;ARPC3;MYL12A;PSMA2;COL4A4;HSPA8;COL4A3;ADAM10;ARHGEF12;ALCAM;PSMA5;PSMA6;PSMD8;PSMB6;VEGFA;ARPC1B;PSMB4;PSMB5;EZR;PRNP;UBC;ABLIM1;COL4A2;LAMC1;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;AGRN;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;MYH9;SPTBN1;DPYSL2;COL4A1;PSMC2;HSP90AA1;PDGFA;SEMA3E;SEMA3A;MSN;PSMD13;MYL12B;ITGB1;VASP;PSMA1;NRP1;ROCK2;ANK3;DUSP1;PSMC6;MYH14;PSMD6;COL4A5;ARPC2;PSMD7;PSME2;MYL6;RASA2;CFL1;SPTAN1;RHOC;PSMC3;CSNK2B;PFN1;CDC42;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;EPHA4;DLG1;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;CLTC;ACTR3;UBA52;RAP1A;CALM1;NRG1;ITGAV;FGF1;ARHGEF28;EFNA1;PSMD10;DUSP7;ITGB3;PLXNA1;RDX;RBX1;PLXNB1;SDCBP;TLN1;ITGA9;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RND1;RAP1B;ROCK1;PSMD14;VCL;AP2B1;NF1"
"G1/S-Specific Transcription Homo sapiens R-HSA-69205",3.04176103252714e-05,0.000359570775714997,0.575610261071129,0.905208333333333,2.24553486718787,5,"TYMS;E2F1;PCNA;RRM2;DHFR"
"Leading Strand Synthesis Homo sapiens R-HSA-69109",0.00077262985749849,0.00564821629435144,0.477270815362862,0.676654507556019,2.24521175894928,9,"PCNA;RFC1;RFC5;RFC2;POLD2;RFC4;RFC3;POLD3;POLD4"
"Polymerase switching Homo sapiens R-HSA-69091",0.00077262985749849,0.00564821629435144,0.477270815362862,0.676654507556019,2.24521175894928,9,"PCNA;RFC1;RFC5;RFC2;POLD2;RFC4;RFC3;POLD3;POLD4"
"Polymerase switching on the C-strand of the telomere Homo sapiens R-HSA-174411",0.00077262985749849,0.00564821629435144,0.477270815362862,0.676654507556019,2.24521175894928,9,"PCNA;RFC1;RFC5;RFC2;POLD2;RFC4;RFC3;POLD3;POLD4"
"Processive synthesis on the C-strand of the telomere Homo sapiens R-HSA-174414",0.00077262985749849,0.00564821629435144,0.477270815362862,0.676654507556019,2.24521175894928,9,"PCNA;LIG1;RPA2;FEN1;POLD2;RPA1;RPA3;POLD3;POLD4"
"Processive synthesis on the lagging strand Homo sapiens R-HSA-69183",0.00077262985749849,0.00564821629435144,0.477270815362862,0.676654507556019,2.24521175894928,9,"PCNA;LIG1;RPA2;FEN1;POLD2;RPA1;RPA3;POLD3;POLD4"
"Sema4D induced cell migration and growth-cone collapse Homo sapiens R-HSA-416572",0.000944954060064751,0.0068223658443656,0.477270815362862,0.472881124309802,2.24149701289589,20,"ARHGEF12;RHOA;MYH9;MYL12B;ROCK2;MYH14;MYL6;RHOC;CDC42;ERBB2;PLXNB1;RND1;ROCK1;MYH10;RHOG;RAC1"
"MAPK family signaling cascades Homo sapiens R-HSA-5683057",3.31204486109796e-06,5.01636794587129e-05,0.627256739718528,0.237369077772337,2.23842936715904,151,"CDC42EP5;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;HSPB1;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;CCND3;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SEPT7;IL6ST;SPTAN1;XPO1;PSMC3;CDC42;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;JUN;RAP1A;CALM1;NRG1;FGF1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"mitochondrial fatty acid beta-oxidation of saturated fatty acids Homo sapiens R-HSA-77286",0.00123012693252664,0.00831909097624989,0.45505986738723,0.701836654943337,2.23241971686663,8,"ACADL;HADH;ACADM;ACADS;HADHB;ECHS1;HADHA;ACADVL"
"Meiosis Homo sapiens R-HSA-1500620",0.00153025434773689,0.0100224766739164,0.45505986738723,0.379715733139317,2.22800431680407,31,"H3F3A;H2AFZ;LMNB1;RPA2;H2AFX;PSMC3IP;CDK4;RAD21;RPA1;TEX15;RPA3;SMC3;TERF2;UBE2I;LMNA;SMC1A;MRE11A;STAG1;SUN1;RAD50;ATR;MLH1;MND1;ACD;TERF1"
"Collagen degradation Homo sapiens R-HSA-1442490",0.00154520963239143,0.0100300660959694,0.45505986738723,0.585614455325195,2.21862675934309,12,"CTSD;ADAM10;MMP15;MMP14;ADAM9;COL12A1;MMP11;CTSL;FURIN;CTSB"
"GPCR ligand binding Homo sapiens R-HSA-500792",0.00189759102537467,0.0119960754386729,0.45505986738723,0.359698884951191,2.21627605576825,34,"GNG5;PSAP;RAMP1;APP;NPW;ANXA1;GNB2;GNAS;CXCL16;GNB4;WNT7A;FZD1;F2R;S1PR2;FZD2;ADRB2;SHH;GNB1;GNG11;WNT7B"
"ABC transporter disorders Homo sapiens R-HSA-5619084",2.50477736587031e-07,4.66916191022491e-06,0.674962860011025,0.982424163520375,2.21487738090453,4,"SFTPD;SFTPC;SFTPB;SFTPA1"
"Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3) Homo sapiens R-HSA-5683678",2.50477736587031e-07,4.66916191022491e-06,0.674962860011025,0.982424163520375,2.21487738090453,4,"SFTPD;SFTPC;SFTPB;SFTPA1"
"Disorders of transmembrane transporters Homo sapiens R-HSA-5619115",2.50477736587031e-07,4.66916191022491e-06,0.674962860011025,0.982424163520375,2.21487738090453,4,"SFTPD;SFTPC;SFTPB;SFTPA1"
"Platelet calcium homeostasis Homo sapiens R-HSA-418360",0.000601077333775344,0.00462416107571085,0.477270815362862,0.746418338108882,2.21256616970646,7,"SRI;ATP2B1;P2RX4;CALM1;ITPR1;ORAI1;ATP2A2"
"HSF1 activation Homo sapiens R-HSA-3371511",0.00105933056688211,0.00747702254488636,0.45505986738723,0.448650434501608,2.21011757900559,22,"EEF1A1;HSP90AB1;UBB;PTGES3;SERPINH1;RPA2;HSP90AA1;MRPL18;HSPA1B;HSPA1A;RPA1;YWHAE;HSBP1;RPA3;FKBP4;COL4A6;VCP"
"Translesion synthesis by POLK Homo sapiens R-HSA-5655862",0.00116907603348027,0.00801809694660526,0.45505986738723,0.512968589935001,2.20472682466648,16,"UBB;UBC;PCNA;RPA2;RFC1;RFC5;RFC2;RPA1;RFC4;UBA52;RPA3;RFC3"
"Incretin synthesis, secretion, and inactivation Homo sapiens R-HSA-400508",0.00147264677729209,0.00971636915194735,0.45505986738723,0.692355020724691,2.20226029582651,8,"SEC11C;DPP4;CTNNB1;SEC11A;TCF7L2;SPCS2;SPCS1"
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) Homo sapiens R-HSA-381771",0.00147264677729209,0.00971636915194735,0.45505986738723,0.692355020724691,2.20226029582651,8,"SEC11C;DPP4;CTNNB1;SEC11A;TCF7L2;SPCS2;SPCS1"
"Translesion Synthesis by POLH Homo sapiens R-HSA-110320",0.00118456025937711,0.00804836736978654,0.45505986738723,0.512238414145087,2.20158854645153,16,"UBB;UBC;PCNA;RPA2;RFC1;RFC5;RFC2;RPA1;RFC4;UBA52;RPA3;RFC3"
"Sema4D in semaphorin signaling Homo sapiens R-HSA-400685",0.00111557677643011,0.0077983107352374,0.45505986738723,0.445941129739463,2.19677114797326,22,"ARHGEF12;RHOA;MYH9;MYL12B;ROCK2;MYH14;MYL6;RHOC;CDC42;ERBB2;PLXNB1;RND1;ROCK1;MYH10;RHOG;RAC1;RRAS"
"CLEC7A (Dectin-1) signaling Homo sapiens R-HSA-5607764",0.000166720979816198,0.0014761810980355,0.518848077743792,0.275011338102126,2.18370258968028,78,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PPP3CA;PSMB3;PSMA7;PSME1;PYCARD;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;CALM1;ITPR1;PSMD10;NFKBIA;PSMC1;PSMD2;PSMB10;PSMD14"
"Activation of ATR in response to replication stress Homo sapiens R-HSA-176187",0.0011775804652043,0.00803850702538519,0.45505986738723,0.497811546970399,2.17771726900801,17,"DBF4;RPA2;ORC6;MCM6;RFC5;RFC2;MCM7;MCM2;RPA1;RFC4;RPA3;RFC3"
"DNA methylation Homo sapiens R-HSA-5334118",0.000409603296766284,0.00336476380507444,0.49849310876659,0.824688417753654,2.17230532883071,6,"H3F3A;H2AFZ;DNMT3A;H2AFX;DNMT1"
"Molecules associated with elastic fibres Homo sapiens R-HSA-2129379",0.00137037116701443,0.0091821183264469,0.45505986738723,0.504127338443531,2.16672733559574,16,"LTBP4;FBLN5;TGFB2;LTBP3;ITGB1;TGFB3;ITGB6;BMP4;EFEMP2;ITGAV;ITGB3;EFEMP1"
"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding Homo sapiens R-HSA-6814122",0.00200067890674082,0.0125387376310394,0.431707695803346,0.471603441136967,2.15945841781727,19,"CCT4;GNG5;CCT5;CCT8;GNB2;CCT7;GNB4;TCP1;CCT3;CSNK2B;GNAI2;CCT2;GNB1;GNG11"
"Removal of the Flap Intermediate Homo sapiens R-HSA-69166",0.00222921832410713,0.0137342518781854,0.431707695803346,0.67656636707047,2.15203934844196,8,"PCNA;RPA2;FEN1;POLD2;RPA1;RPA3;POLD3;POLD4"
"Removal of the Flap Intermediate from the C-strand Homo sapiens R-HSA-174437",0.00222921832410713,0.0137342518781854,0.431707695803346,0.67656636707047,2.15203934844196,8,"PCNA;RPA2;FEN1;POLD2;RPA1;RPA3;POLD3;POLD4"
"Ion channel transport Homo sapiens R-HSA-983712",0.000168060352425831,0.0014761810980355,0.518848077743792,0.296427977222584,2.15041405675628,66,"FXYD3;ATP1B1;SRI;UBB;UBC;ANO1;SCNN1G;ATP8A1;WWP1;SCNN1B;SCNN1A;ATP11A;FXYD4;ATP6V1A;ATP2B1;ASPH;ATP1B3;ATP6V1G1;ANO6;WNK1;CLCN4;CAMK2D;ATP6V1E1;UBA52;ATP9A;CALM1;ATP11B;ATP6V0D1;ATP6V1H;TTYH3;ATP2A2;ATP6V0A2"
"M Phase Homo sapiens R-HSA-68886",7.77241919248455e-06,0.000104639791721042,0.593325476396405,0.222231094120989,2.14767758396202,164,"H3F3A;PSMB1;UBB;H2AFZ;SET;PSMA2;SETD8;SMC2;PSMA5;TMPO;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;SMC4;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;RANGAP1;LMNB1;ARPP19;H2AFX;PSMC2;BANF1;ANAPC11;PMF1;PAFAH1B1;NUDC;ANAPC15;PSMD13;NCAPD3;CLIP1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;NUP62;RAD21;XPO1;PSMC3;SKA2;CSNK2B;PSMD12;PSMC4;ANAPC5;PDS5A;ITGB3BP;PSMB8;PSMC5;UBA52;CKAP5;TAOK1;NDE1;UBE2E1;SMC3;PSMD10;VRK1;SEC13;PSMC1;LPIN2;PSMD2;PSMB10;BUB3;AHCTF1;RCC2;LMNA;PPP1CC;PSMD14;SMC1A;CTDNEP1"
"Glucagon signaling in metabolic regulation Homo sapiens R-HSA-163359",0.00254385385086581,0.0151588667998315,0.431707695803346,0.565293884888125,2.14164136233515,12,"GNG5;PRKAR2A;GNB2;GNAS;GNB4;PRKAR1A;PRKACA;GNB1;GNG11"
"Downregulation of ERBB4 signaling Homo sapiens R-HSA-1253288",0.000625870021086937,0.00477985451519664,0.477270815362862,0.812996483917177,2.14150769710636,6,"UBB;NEDD4;UBC;WWP1;ITCH;UBA52"
"MAPK1/MAPK3 signaling Homo sapiens R-HSA-5684996",2.33480618427049e-05,0.000278262966551581,0.575610261071129,0.239520183369455,2.14105628984748,128,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;IL6ST;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Inflammasomes Homo sapiens R-HSA-622312",0.00116667127068236,0.00801809694660526,0.45505986738723,0.720055752644749,2.13442103075969,7,"TXNIP;HSP90AB1;PYCARD;APP;SUGT1"
"RHO GTPases activate PKNs Homo sapiens R-HSA-5625740",0.00220884041858538,0.013725016959928,0.431707695803346,0.367417781603866,2.12640112264963,30,"H3F3A;H2AFZ;YWHAZ;RHOA;MYH9;H2AFX;PKN2;MYL12B;YWHAH;MYH14;MYL6;YWHAQ;RHOC;SFN;YWHAE"
"Developmental Biology Homo sapiens R-HSA-1266738",7.03139754512454e-06,9.64495474585951e-05,0.610526878385931,0.163911514435057,2.1199986921518,378,"NR2F2;PBX1;HSP90AB1;KLF5;H3F3A;PSMB1;ACTG1;UBB;H2AFZ;CLTA;ARPC3;MYL12A;PSMA2;COL4A4;HSPA8;COL4A3;CD36;ADAM10;ARHGEF12;ALCAM;TCF4;PSMA5;PSMA6;PSMD8;PSMB6;VEGFA;ARPC1B;PSMB4;PSMB5;EZR;PRNP;UBC;CNOT6;ABLIM1;CTNNB1;COL4A2;LAMC1;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;AGRN;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;MYH9;SPTBN1;DPYSL2;COL4A1;H2AFX;PSMC2;HSP90AA1;PDGFA;SEMA3E;SEMA3A;MSN;PSMD13;MYL12B;EZH2;ITGB1;AKT1;CCND3;VASP;PSMA1;NRP1;ROCK2;ANK3;CDK4;RARA;DUSP1;PSMC6;MYH14;PSMD6;COL4A5;ARPC2;PSMD7;PSME2;SUZ12;MYL6;RASA2;CFL1;SPTAN1;CTNNA1;RHOC;PSMC3;CSNK2B;PFN1;CDC42;PSMD12;PSMC4;KRAS;IQGAP1;SPAG9;FGFR2;TSC22D1;EPHA4;DLG1;TCF3;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;CLTC;ACTR3;RBBP7;UBA52;JUN;PAXIP1;SMARCD3;FURIN;RAP1A;CALM1;NRG1;ITGAV;FGF1;ARHGEF28;EFNA1;PSMD10;DUSP7;ITGB3;PLXNA1;DRAP1;RDX;POLR2J;POLR2G;POLR2K;BNIP2;RBX1;PLXNB1;SDCBP;TLN1;EPAS1;ITGA9;POLR2L;PDGFB;PSMC1;DUSP16;MED30"
"Signalling to p38 via RIT and RIN Homo sapiens R-HSA-187706",4.91701749003006e-05,0.000533533091828634,0.557332238758646,0.241743824711526,2.10082659622461,127,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RIT1;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"HDR through Homologous Recombination (HRR) Homo sapiens R-HSA-5685942",0.00128245987026246,0.00863285486741489,0.45505986738723,0.3857901548827,2.09715754037134,27,"UBB;UBC;TOPBP1;PCNA;RPA2;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;UBA52;RPA3;RFC3;RHNO1;POLD3;POLK;MRE11A;POLD4;RAD50;ATR"
"GRB2 events in EGFR signaling Homo sapiens R-HSA-179812",3.20716565982221e-05,0.000364313974170429,0.557332238758646,0.237920870405733,2.09289916349647,126,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"RAF/MAP kinase cascade Homo sapiens R-HSA-5673001",3.20716565982221e-05,0.000364313974170429,0.557332238758646,0.237920870405733,2.09289916349647,126,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"SHC1 events in EGFR signaling Homo sapiens R-HSA-180336",3.20716565982221e-05,0.000364313974170429,0.557332238758646,0.237920870405733,2.09289916349647,126,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"SHC1 events in ERBB4 signaling Homo sapiens R-HSA-1250347",3.20716565982221e-05,0.000364313974170429,0.557332238758646,0.237920870405733,2.09289916349647,126,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"SOS-mediated signalling Homo sapiens R-HSA-112412",3.20716565982221e-05,0.000364313974170429,0.557332238758646,0.237920870405733,2.09289916349647,126,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Signalling to RAS Homo sapiens R-HSA-167044",1.42246389402985e-05,0.000179848913210382,0.593325476396405,0.228699538116889,2.08810266160725,132,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;MAPK13;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;MAPKAPK2"
"ARMS-mediated activation Homo sapiens R-HSA-170984",4.60155462958943e-05,0.000503057175294965,0.557332238758646,0.233533681279035,2.08754331330175,128,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"eNOS activation Homo sapiens R-HSA-203615",0.00361152861023578,0.020353343408073,0.431707695803346,0.653825527932678,2.07970471429066,8,"CAV1;HSP90AA1;AKT1;DDAH2;CALM1;ZDHHC21;DDAH1"
