Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SALL4 18804426 ChIP-ChIP XEN Mouse	9/1005	0.1774372656669057	0.5132154096643685	0	0	1.4328358208955223	2.4775711026645264	PTP4A1;VAMP8;ITGA3;AP1S1;HSPE1;SLC38A2;F3;KLF3;FOSL2
STAT3 18555785 ChIP-Seq MESCs Mouse	16/1997	0.18085022652795696	0.5207517683505903	0	0	1.2819228843264896	2.19219846475133	H3F3A;ARHGAP29;PAWR;NEAT1;COX6C;RND3;KLF3;RBX1;GPRC5A;MYC;PIM1;POLR2F;PIM3;IER2;SOX4;AVPI1
CDX2 22108803 ChIP-Seq LS180 Human	16/2000	0.18238786613982597	0.522845216267501	0	0	1.28	2.178073250445952	DUSP4;ERRFI1;TPM4;ITGA3;ASAP1;COX6C;DKK1;ELL2;RND3;AREG;PTP4A1;PIM1;POLR1D;VDAC1;SOX4;FERMT2
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse	16/2000	0.18238786613982597	0.5205317418592378	0	0	1.28	2.178073250445952	SMIM13;DDX21;EEF2;BACH1;EEF1B2;EEF1A1;PTP4A1;VMP1;TAF1D;EEF1D;MAFF;PIM3;SNRPE;VDAC1;SNRNP35;HNRNPA1
AR 21915096 ChIP-Seq LNCaP-1F5 Human	16/2000	0.18238786613982597	0.5182386504854085	0	0	1.28	2.178073250445952	ERRFI1;MARCKSL1;HMGA1;NDUFC2;BACH1;RBX1;AKAP12;GPRC5A;TRAF4;NDUFS5;ABL2;PIM3;VDAC1;C19ORF33;SOX4;S100A11
RING1B 27294783 Chip-Seq ESCs Mouse	16/2000	0.18238786613982597	0.5159656739481918	0	0	1.28	2.178073250445952	DUSP4;HSP90AB1;MIF;NEAT1;ELL2;COASY;ACTG1;FOSL2;PTP4A1;MYC;ABL2;PIM3;VDAC1;PHLDA1;SOX4;HSPA1A
ESRRB 18555785 ChIP-Seq MESCs Mouse	12/1434	0.18529567569171335	0.5219026673412887	0	0	1.338912133891213	2.2571413995100444	EIF4A2;CDV3;UQCRB;NDUFS6;NDUFS5;CFL1;PIM1;LIF;VDAC1;EEF2;COX6C;DKK1
ISL1 27105846 Chip-Seq CPCs Mouse	13/1576	0.18552676385973074	0.520281576910984	0	0	1.3197969543147208	2.2232720468091975	DUSP4;NDUFB3;DYNLL1;FOSL2;EEF1A1;MYC;HDGF;SEC61B;SNRNP35;PHLDA1;GAPDH;IER2;SOX4
PIAS1 25552417 ChIP-Seq VCAP Human	7/749	0.18881323539955766	0.5272057871546091	0	0	1.495327102803738	2.492705682206991	DUSP4;NEAT1;SLC38A2;ELL2;RND3;CTNNAL1;FERMT2
LYL1 20887958 ChIP-Seq HPC-7 Mouse	7/752	0.19138096104041313	0.5320720684097693	0	0	1.4893617021276595	2.462643604056129	VAMP8;TRAPPC1;TPM4;TMSB4X;TXNIP;HDGF;PHLDA1
SPI1 23547873 ChIP-Seq NB4 Human	24/3198	0.19283445100743615	0.5338121068660786	0	0	1.2007504690431519	1.9763430843924046	PPP1R15A;NDUFA13;MARCKSL1;AHCY;IMP3;PDCD6;DDX21;MIF;YBX1;NEAT1;BACH1;HERPUD1;SSFA2;PPM1G;VAMP8;COTL1;POLR1D;TXNIP;ABL2;PIM3;SNRNP35;IER2;S100A11;FTL
PRDM5 23873026 ChIP-Seq MEFs Mouse	9/1029	0.19480153051659055	0.5369529366803457	0	0	1.3994169096209912	2.289129839220832	PTP4A1;HSPA5;STK17A;PIM1;ASAP1;TXN;SEC61B;SLC25A5;ELL2
DCP1A 22483619 ChIP-Seq HELA Human	7/759	0.19742793290601954	0.5418766669122663	0	0	1.4756258234519104	2.394028269907214	MARCKSL1;UQCRB;STK17A;DDIT3;NDUFC2;NEAT1;FTL
NOTCH1 17114293 ChIP-ChIP T-ALL Human	2/134	0.20435125750779232	0.5585023775107035	0	0	2.388059701492537	3.792035618614239	CFL1;FTL
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	12/1466	0.20524943375243315	0.5585902310983941	0	0	1.3096862210095497	2.073926490986841	EEF1A1;VMP1;UQCRB;NDUFS6;ABL2;LUC7L3;ASAP1;SNRNP35;EEF2;PFDN4;RBX1;PPM1G
MYCN 21190229 ChIP-Seq SHEP-21N Human	4/373	0.2052845221695481	0.5563383058796577	0	0	1.7158176943699732	2.7167542718842994	EEF1A1;PIM1;PFDN4;CCNB1IP1
NACC1 18358816 ChIP-ChIP MESCs Mouse	7/769	0.20619778374383696	0.5564751904383884	0	0	1.4564369310793237	2.2995966062584015	AKAP12;CLDN4;TPM4;SLC25A5;DKK1;SOX4;AVPI1
SCL 19346495 ChIP-Seq HPC-7 Human	3/252	0.20914730584231297	0.5620833844512162	0	0	1.9047619047619047	2.9804123097875515	VAMP8;HDGF;EEF2
FLI1 21571218 ChIP-Seq MEGAKARYOCYTES Human	41/5834	0.21132078709851818	0.5655680816537104	0	0	1.1244429208090503	1.7478093181405017	NDUFA13;HSP90AB1;PDCD6;NDUFB3;DDX21;PPM1G;EEF1B2;TMSB4X;CFL1;COTL1;POLR2F;PIM3;RICTOR;SNRNP35;HNRNPA1;IER2;S100A11;DUSP4;CDV3;MARCKSL1;TRAPPC1;TPM4;HSPA5;ITGA3;H3F3A;NEAT1;DYNLL1;KLF3;CCNB1IP1;RBX1;FOSL2;FOSL1;MRPL51;STK17A;DDIT3;NDUFS5;TXNIP;SNRPE;GAPDH;HBEGF;SLC25A6
STAT6 20620947 ChIP-Seq CD4 POS T Human	5/508	0.21257123808470968	0.5665638370439576	0	0	1.574803149606299	2.4385482027585685	PPP1R15A;DYNLT1;HMGA1;CLDN1;S100A11
ZFP42 18358816 ChIP-ChIP MESCs Mouse	12/1480	0.21427441933157165	0.5687530883492334	0	0	1.2972972972972974	1.9984835703208963	EIF4A2;EEF1B2;EEF1A1;NDUFA13;MRPL51;UQCRB;HDGF;YBX1;P4HB;ACTG1;AVPI1;PPM1G
DMRT1 23473982 ChIP-Seq TESTES Mouse	16/2072	0.22123811614215022	0.5848302660315036	0	0	1.2355212355212355	1.8638031924491385	DUSP4;ITGA3;HMGA1;PAWR;NEAT1;RND3;KLF3;ACTG1;DDIT3;POLR1D;RICTOR;HDGF;SLC38A2;GAPDH;SOX4;HBEGF
TP63 17297297 ChIP-ChIP HaCaT Human	1/40	0.22200062138320123	0.5844506154782236	0	0	4.0	6.020300392361384	ITGA3
KLF4 25985364 ChIP-Seq ATHEROSCLEROSIS LESION Mouse	10/1211	0.22566681948115808	0.5916873925420608	0	0	1.3212221304706853	1.966897595467033	ITGA3;CFL1;AP1S1;EEF2;SLC38A2;RND3;F3;GAPDH;SOX4;FERMT2
RNF2 16625203 ChIP-ChIP MESCs Mouse	10/1219	0.23160454045847978	0.6047972817640463	0	0	1.3125512715340442	1.919900152561067	DUSP4;NDUFA13;HSPA5;MYC;CITED4;PFDN4;DKK1;SOX4;FOSL2;HSPA1A
BMI1 19503595 ChIP-Seq MEFsC Mouse	6/661	0.23285517210169812	0.6056112338935294	0	0	1.4523449319213313	2.116558326374919	AKAP12;TPM4;ITGA3;AP1S1;ARHGAP29;SOX4
CEBPB 26923725 Chip-Seq MESODERM Mouse	9/1079	0.23319631963090012	0.6040627556704039	0	0	1.3345690454124188	1.9429651840491724	AKAP12;CDV3;MARCKSL1;ARHGAP29;NEAT1;COX6C;RND3;AREG;SSFA2
SOX17 20123909 ChIP-Seq XEN Mouse	15/1947	0.23389259324187403	0.603442890564035	0	0	1.2326656394453004	1.790931614469674	NDUFA13;MARCKSL1;HSP90AB1;TPM4;EEF2;KLF3;ACTG1;SSFA2;EEF1A1;CFL1;COTL1;AP1S1;HDGF;SLC38A2;IER2
EGR1 23403033 ChIP-Seq LIVER Mouse	8/944	0.23820957102243223	0.6121321645795569	0	0	1.3559322033898304	1.9452263623775072	TNFRSF12A;IMP3;RICTOR;SLC25A5;BACH1;FOSL2;SSFA2;HSPA1A
ELF5 23300383 ChIP-Seq T47D Human	9/1087	0.23959188479701105	0.6132411337066355	0	0	1.324747010119595	1.8928227485540314	EEF1A1;MYC;DDIT3;CFL1;DDX21;PIM3;VDAC1;HSPE1;IER2
ASXL1 24218140 ChIP-Seq BMDM Mouse	7/807	0.2408171545349856	0.6139409670951214	0	0	1.3878562577447335	1.9759150033708477	EEF1A1;CDV3;CFL1;SNRPE;NEAT1;HSPE1;IER2
PDX1 19855005 ChIP-ChIP MIN6 Mouse	6/669	0.2410561343047099	0.6121307347501492	0	0	1.4349775784753362	2.041579121345315	EEF1B2;AKAP12;HSP90AB1;AHCY;UQCRB;AVPI1
STAT3 19079543 ChIP-ChIP MESCs Mouse	8/948	0.24165724731420982	0.6112506843830013	0	0	1.3502109704641347	1.917616729365112	PTP4A1;ERRFI1;TPM4;ITGA3;PIM1;RND3;FOSL2;HERPUD1
REST 19997604 ChIP-ChIP NEURONS Mouse	16/2118	0.2478759716999155	0.6245312568220527	0	0	1.2086874409820585	1.6859096016972062	ERRFI1;TRAPPC1;AHCY;IMP3;NDUFB3;LIF;PAWR;NME4;HSPE1;RND3;ACTG1;PIM3;SNRPE;P4HB;SLC38A2;SOX4
E2F7 22180533 ChIP-Seq HELA Human	1/46	0.250783688414426	0.6293987510790069	0	0	3.4782608695652173	4.811006993246749	PIM1
TBX20 22080862 ChIP-Seq HEART Mouse	15/2000	0.2665038676727894	0.6662596691819735	0	0	1.2	1.586839827165673	ITGA3;NEAT1;BACH1;F3;ACTG1;EEF1A1;GPRC5A;DDIT3;CFL1;PIM1;PIM3;RICTOR;SNRNP35;SLC25A5;PHLDA1
SOX3 22085726 ChIP-Seq MUSCLE Mouse	15/2000	0.2665038676727894	0.6636872380268307	0	0	1.2	1.586839827165673	HSP90AB1;AHCY;HSPA5;ITGA3;METRN;LIF;CNPY2;NEAT1;HSPE1;AREG;CLDN4;MYC;MAFF;PIM3;HDGF
TBX20 22328084 ChIP-Seq HEART Mouse	15/2000	0.2665038676727894	0.6611345948036507	0	0	1.2	1.586839827165673	ITGA3;NEAT1;BACH1;F3;ACTG1;EEF1A1;GPRC5A;DDIT3;CFL1;PIM1;PIM3;RICTOR;SNRNP35;SLC25A5;PHLDA1
NCOR 22424771 ChIP-Seq 293T Human	15/2000	0.2665038676727894	0.6586015120649393	0	0	1.2	1.586839827165673	CDV3;TPM4;ARHGAP29;PAWR;NDUFC2;CNPY2;YBX1;AREG;CCNB1IP1;FOSL2;CFL1;COTL1;ABL2;S100A11;FTL
CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	15/2000	0.2665038676727894	0.6560877658356838	0	0	1.2	1.586839827165673	EIF4A2;MARCKSL1;AHCY;UQCRB;NEAT1;BACH1;CLDN1;ACTG1;RBX1;FOSL1;TAF1D;TRAF4;EEF1D;CFL1;PFDN4
GATA3 27048872 Chip-Seq THYMUS Human	15/2000	0.2665038676727894	0.6535931355473352	0	0	1.2	1.586839827165673	ERRFI1;TPM4;ARHGAP29;NEAT1;ACTG1;HERPUD1;GPRC5A;TMSB4X;CFL1;PIM1;TXNIP;HDGF;SLC38A2;S100A11;HBEGF
MYC 27129775 Chip-Seq CORNEA Mouse	15/2000	0.2665038676727894	0.6511174039732923	0	0	1.2	1.586839827165673	HMGA1;NME4;ASAP1;MIF;NEAT1;RND3;RBX1;FOSL2;CLDN4;MYC;TMSB4X;PIM1;ABL2;HDGF;PFDN4
SA1 27219007 Chip-Seq Bcells Human	15/2000	0.2665038676727894	0.6486603571658459	0	0	1.2	1.586839827165673	MARCKSL1;TNFRSF12A;IMP3;CITED4;NDUFC2;DDX21;CNPY2;YBX1;PPM1G;NDUFS5;ABL2;SNRPE;HDGF;IER2;S100A11
MYBL1 21750041 ChIP-ChIP SPERMATOCYTES Mouse	2/161	0.2665437301885456	0.6463184435023004	0	0	1.9875776397515525	2.628008860767962	TRAPPC1;PPM1G
NANOG 21062744 ChIP-ChIP HESCs Human	7/840	0.27231483769968257	0.6578392146677725	0	0	1.3333333333333333	1.734395187360057	DDIT3;PIM1;HNRNPA1;BACH1;COASY;EREG;AVPI1
SIN3B 21632747 ChIP-Seq MESCs Mouse	30/4302	0.27957945423887437	0.6728684626271417	0	0	1.1157601115760112	1.4220013991810874	NDUFA13;AHCY;NDUFB3;ACTG1;HERPUD1;PPM1G;EEF1B2;PIM1;AP1S1;POLR2F;PIM3;SNRNP35;IER2;HSPA5;IMP3;CNPY2;DYNLL1;COX6C;HSPE1;KLF3;RBX1;EEF1A1;FOSL1;CLDN4;DDIT3;NDUFS5;MAFF;SNRPE;HDGF;GAPDH
EWS 26573619 Chip-Seq HEK293 Human	7/854	0.2860101229122232	0.6857863541947359	0	0	1.3114754098360655	1.6416105888402388	EEF1A1;TAF1D;MYC;PAWR;NEAT1;PHLDA1;AREG
KLF1 20508144 ChIP-Seq FETAL-LIVER-ERYTHROID Mouse	9/1144	0.28685753396723457	0.6852707755883937	0	0	1.2587412587412588	1.5718777977841243	HSP90AB1;PIM1;VDAC1;HDGF;MIF;NEAT1;BACH1;F3;KLF3
NFIB 24661679 ChIP-Seq LUNG Mouse	5/573	0.2885222451504541	0.6867042366127044	0	0	1.3961605584642234	1.735403964768969	PPP1R15A;ERRFI1;GPRC5A;HMGA1;SOX4
SOX2 19030024 ChIP-ChIP MESCs Mouse	7/863	0.2949040409842701	0.699312891304611	0	0	1.2977983777520277	1.5847484259570506	PTP4A1;HSPA5;VDAC1;SLC38A2;GAPDH;KLF3;HERPUD1
MEIS1 20887958 ChIP-Seq HPC-7 Mouse	11/1452	0.298250261690493	0.7046572116863296	0	0	1.2121212121212122	1.4664513219206914	EIF4A2;TRAPPC1;MRPL51;TPM4;DDIT3;COTL1;TXNIP;DDX21;PIM3;VDAC1;RICTOR
ETS1 20019798 ChIP-Seq JURKAT Human	12/1607	0.3030855628658601	0.7134678395929918	0	0	1.1947728686994399	1.4262483167823128	NDUFA13;AHCY;CFL1;NDUFB3;DDX21;CNPY2;SNRPE;EEF2;HSPE1;IER2;COASY;FTL
SMAD3 22036565 ChIP-Seq ESCs Mouse	8/1020	0.30631024748434393	0.7184367622814612	0	0	1.2549019607843137	1.4847458007740566	EIF4A2;CLDN4;PIM1;TXNIP;VDAC1;NEAT1;KLF3;AVPI1
TP63 19390658 ChIP-ChIP HaCaT Human	2/179	0.3081481550282896	0.7201288405552421	0	0	1.7877094972067038	2.1044461923465114	NDUFA13;POLR2F
THRA 23701648 ChIP-Seq CEREBELLUM Mouse	2/179	0.3081481550282896	0.7175290974485444	0	0	1.7877094972067038	2.1044461923465114	VDAC1;HERPUD1
PCGF2 27294783 Chip-Seq NPCs Mouse	4/451	0.3116176862854738	0.7229978692594626	0	0	1.4190687361419068	1.6546032205980636	EEF1B2;NDUFB3;SNRPE;HSPE1
IRF8 21731497 ChIP-ChIP J774 Mouse	3/319	0.3215916388393307	0.7434645414027536	0	0	1.5047021943573669	1.7070436222934944	MARCKSL1;HSP90AB1;COTL1
WT1 25993318 ChIP-Seq PODOCYTE Human	24/3464	0.323114561346944	0.7443174716742103	0	0	1.1085450346420322	1.2523769122038266	DUSP4;SMIM13;HSP90AB1;ITGA3;LIF;ARHGAP29;PAWR;NME4;NEAT1;BACH1;ELL2;KLF3;RBX1;FOSL2;SSFA2;GPRC5A;TMSB4X;COTL1;PIM1;PIM3;CTNNAL1;SOX4;S100A11;FERMT2
DNAJC2 21179169 ChIP-ChIP NT2 Human	7/899	0.33105926339617686	0.7599047149129327	0	0	1.2458286985539486	1.377211147135797	PDCD6;MYC;TXNIP;KLF3;ACTG1;RBX1;FTL
MECOM 23826213 ChIP-Seq KASUMI Mouse	14/1951	0.3341092143634264	0.7641859690227306	0	0	1.1481291645310097	1.258679479634844	PPP1R15A;PAWR;DDX21;NEAT1;BACH1;COASY;FOSL2;HERPUD1;SSFA2;VAMP8;TXNIP;RICTOR;GAPDH;IER2
PPARD 23176727 ChIP-Seq KERATINOCYTES Mouse	2/194	0.34248701769543477	0.7805799519913619	0	0	1.6494845360824741	1.7674581881024802	DDIT3;HERPUD1
TP53 23651856 ChIP-Seq MEFs Mouse	22/3193	0.344042505740061	0.781364141557533	0	0	1.1024115252113997	1.1762621460931877	MARCKSL1;HSP90AB1;TNFRSF12A;METRN;LIF;PAWR;NDUFC2;ASAP1;MIF;NEAT1;RND3;FOSL1;PTP4A1;CLDN4;TRAF4;CFL1;TXNIP;PIM3;PFDN4;CTNNAL1;AVPI1;HSPA1A
SRY 22984422 ChIP-ChIP TESTIS Rat	2/197	0.3492963388728538	0.7905127669227743	0	0	1.6243654822335023	1.7085638311475442	HMGA1;EEF2
KDM6A 18722178 ChIP-ChIP U937 AND SAOS2 Human	4/479	0.3513165546657951	0.7923048173406917	0	0	1.3361169102296448	1.3976686053378897	MRPL51;HSPA5;NDUFB3;SEC61B
TBX3 20139965 ChIP-Seq MESCs Mouse	8/1068	0.3514270268771262	0.7897924471628794	0	0	1.198501872659176	1.2533371615709823	EIF4A2;MYC;NDUFS5;SEC61B;DKK1;SLC38A2;RND3;SOX4
TBX3 20139965 ChIP-Seq ESCs Mouse	8/1070	0.35332946956243827	0.791310791207544	0	0	1.1962616822429906	1.2445360039531304	EIF4A2;MYC;NDUFS5;SEC61B;DKK1;SLC38A2;RND3;SOX4
ERA 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	8/1073	0.3561857141901283	0.7949473551994213	0	0	1.1929170549860204	1.231451872600896	EIF4A2;PTP4A1;ERRFI1;MAFF;CITED4;LIF;NEAT1;SLC38A2
ZNF263 19887448 ChIP-Seq K562 Human	1/71	0.3597681724563748	0.8001740387391785	0	0	2.2535211267605635	2.3037643275847133	DYNLT1
NANOG 16153702 ChIP-ChIP HESCs Human	12/1686	0.36294961680803345	0.8044759547806927	0	0	1.1387900355871885	1.1541537378192395	MRPL51;HSPA5;TNFRSF12A;CFL1;NDUFB3;COTL1;SNRPE;EEF2;CLDN1;DKK1;ELL2;S100A11
NANOG 18358816 ChIP-ChIP MESCs Mouse	9/1232	0.3640989506959934	0.8042596684894375	0	0	1.1688311688311688	1.1809047339543304	EIF4A2;AKAP12;HSP90AB1;AHCY;NDUFS5;HDGF;MIF;SLC25A5;DKK1
NANOG 18700969 ChIP-ChIP MESCs Mouse	3/344	0.3643079586848396	0.801974857855705	0	0	1.3953488372093021	1.4089614818969698	AKAP12;DUSP4;ITGA3
TCF3 18467660 ChIP-ChIP MESCs Mouse	10/1388	0.3680694902416616	0.8074993918567065	0	0	1.152737752161383	1.1521423936153654	PTP4A1;NDUFA13;CITED4;PAWR;DDX21;SLC38A2;KLF3;SOX4;HBEGF;PPM1G
RARB 24833708 ChIP-Seq LIVER Mouse	14/2000	0.3688987356824883	0.8065752017464575	0	0	1.1199999999999999	1.1169010738467655	EIF4A2;MARCKSL1;PDCD6;CNPY2;NEAT1;RBX1;VAMP8;MRPL51;TRAF4;POLR1D;TXNIP;P4HB;PFDN4;HBEGF
GATA1 19941827 ChIP-Seq MEL86 Mouse	14/2000	0.3688987356824883	0.8038502855243411	0	0	1.1199999999999999	1.1169010738467655	CDV3;H3F3A;CITED4;NDUFB3;LIF;ASAP1;FOSL2;PIM1;AP1S1;TXNIP;RICTOR;SEC61B;PHLDA1;FERMT2
SOX2 21211035 ChIP-Seq LN229 Human	14/2000	0.3688987356824883	0.801143718906414	0	0	1.1199999999999999	1.1169010738467655	DUSP4;HSPA5;PDCD6;HMGA1;PAWR;TXN;RND3;CCNB1IP1;FOSL2;GPRC5A;TRAF4;COTL1;HDGF;S100A11
SOX2 22085726 ChIP-Seq NPCs Mouse	14/2000	0.3688987356824883	0.7984553171651173	0	0	1.1199999999999999	1.1169010738467655	HSPA5;CNPY2;COX6C;KLF3;PPM1G;GPRC5A;EEF1D;MYC;COTL1;TXNIP;POLR2F;P4HB;PHLDA1;CTNNAL1
P63 26484246 Chip-Seq KERATINOCYTES Human	14/2000	0.3688987356824883	0.7957848980441637	0	0	1.1199999999999999	1.1169010738467655	HSP90AB1;AHCY;IMP3;CITED4;HMGA1;NEAT1;FOSL2;FOSL1;PTP4A1;TRAF4;NDUFS5;SNRPE;S100A11;AVPI1
SPI1 26923725 Chip-Seq HPCs Mouse	14/2000	0.3688987356824883	0.7931322817173498	0	0	1.1199999999999999	1.1169010738467655	HSP90AB1;UQCRB;ITGA3;ARHGAP29;MIF;ELL2;MRPL51;GPRC5A;TRAF4;CFL1;AP1S1;SNRPE;FERMT2;HBEGF
SPI1 26923725 Chip-Seq MACROPHAGESS Mouse	14/2000	0.3688987356824883	0.7904972907481892	0	0	1.1199999999999999	1.1169010738467655	EIF4A2;ERRFI1;MARCKSL1;HSP90AB1;HMGA1;ASAP1;MIF;ELL2;RBX1;FOSL1;VAMP8;TRAF4;EEF1D;CFL1
PU 27001747 Chip-Seq BMDM Mouse	14/2000	0.3688987356824883	0.7878797500503475	0	0	1.1199999999999999	1.1169010738467655	AHCY;UQCRB;H3F3A;NDUFB3;DDX21;HSPE1;ACTG1;EEF1B2;PTP4A1;TRAF4;DDIT3;ABL2;PIM3;SNRPE
FOXO1 23066095 ChIP-Seq LIVER Mouse	3/347	0.36941504812493514	0.7863785677907035	0	0	1.38328530259366	1.3775231936082806	AHCY;PIM3;KLF3
CNOT3 19339689 ChIP-ChIP MESCs Mouse	11/1547	0.3736645554772349	0.7928080206671596	0	0	1.1376858435681965	1.119934297580637	EIF4A2;NDUFA13;TPM4;NDUFS5;CFL1;HMGA1;P4HB;HSPE1;CTNNAL1;ACTG1;PPM1G
SOX2 18555785 ChIP-Seq MESCs Mouse	4/497	0.3769034716881238	0.7970581614388192	0	0	1.2877263581488934	1.2565198133909068	ERRFI1;CLDN4;NDUFS6;DYNLL1
SREBP2 21459322 ChIP-Seq LIVER Mouse	8/1095	0.3772112499391395	0.7951021444795587	0	0	1.1689497716894977	1.1396674674585412	DUSP4;VAMP8;CFL1;ASAP1;NEAT1;SLC38A2;CTNNAL1;IER2
ETS2 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	2/215	0.3896134368450115	0.8185689471173694	0	0	1.4883720930232558	1.4029398608172423	ITGA3;COASY
SETDB1 19884257 ChIP-Seq MESCs Mouse	16/2353	0.39963289888811104	0.8368935707234794	0	0	1.087972800679983	0.997898342320363	CDV3;ITGA3;NDUFB3;HMGA1;LIF;DDX21;COX6C;HSPE1;BACH1;ELL2;ACTG1;HERPUD1;TRAF4;PIM1;IER2;FERMT2
MTF2 20144788 ChIP-Seq MESCs Mouse	20/2981	0.4026545668339284	0.840492542420336	0	0	1.0734652801073463	0.9765058585553446	DUSP4;NDUFA13;AHCY;IMP3;ITGA3;CITED4;ARHGAP29;DKK1;RND3;AREG;COASY;EREG;FOSL2;FOSL1;EEF1D;PIM1;PFDN4;PHLDA1;SOX4;HBEGF
AR 20517297 ChIP-Seq VCAP Human	14/2047	0.40281446712596186	0.8381139719233722	0	0	1.0942843185148998	0.9950099723190199	ERRFI1;CNPY2;NME4;ASAP1;DYNLL1;ELL2;RND3;KLF3;RBX1;HERPUD1;TXNIP;CTNNAL1;S100A11;SLC25A6
TFAP2A 17053090 ChIP-ChIP MCF-7 Human	13/1904	0.4118413660136281	0.8541404536295503	0	0	1.0924369747899159	0.969119452976583	IMP3;ITGA3;SH2D3A;EEF2;DYNLL1;RBX1;MRPL51;GPRC5A;CFL1;PIM3;SLC38A2;GAPDH;SLC25A6
NR3C1 21868756 ChIP-Seq MCF10A Human	8/1132	0.41275540486285944	0.8532924235145651	0	0	1.1307420494699645	1.0005937543530892	AKAP12;DUSP4;VAMP8;DYNLT1;POLR1D;PHLDA1;DKK1;F3
SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	8/1134	0.4146786482408626	0.8545294827966656	0	0	1.128747795414462	0.9935818274957608	TPM4;DYNLT1;H3F3A;HSPE1;SLC38A2;GAPDH;ACTG1;SLC25A6
AUTS2 25519132 ChIP-Seq 293T-REX Human	7/1000	0.4348899664469206	0.8933249310772732	0	0	1.1199999999999999	0.9325816982581239	TRAF4;ARHGAP29;NDUFC2;RICTOR;YBX1;F3;FOSL2
FLI1 27457419 Chip-Seq LIVER Mouse	3/393	0.44644218052674084	0.914143512507136	0	0	1.2213740458015265	0.9849714588722909	PTP4A1;NDUFB3;HSPE1
Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	9/1331	0.4534613436243946	0.9255777425244763	0	0	1.0818933132982718	0.8556101912243306	DUSP4;NDUFA13;CLDN4;TPM4;PIM1;HMGA1;NEAT1;BACH1;RND3
NOTCH1 21737748 ChIP-Seq TLL Human	2/245	0.45420426099710987	0.9241695531329207	0	0	1.306122448979592	1.0308026357959	PPP1R15A;MYC
POU5F1 18555785 ChIP-Seq MESCs Mouse	4/555	0.4583381775495367	0.9296481903127395	0	0	1.1531531531531531	0.8996301127569752	EIF4A2;EEF1B2;DDIT3;NDUFB3
RXR 22108803 ChIP-Seq LS180 Human	4/555	0.4583381775495367	0.9267339326628563	0	0	1.1531531531531531	0.8996301127569752	UQCRB;MYC;AREG;FOSL2
GATA1 21571218 ChIP-Seq MEGAKARYOCYTES Human	17/2601	0.4611571533515293	0.9295198872241762	0	0	1.0457516339869282	0.80942891235188	PPP1R15A;ERRFI1;HSP90AB1;LIF;NDUFC2;ASAP1;DKK1;KLF3;EREG;FOSL2;SSFA2;EEF1A1;TRAF4;PIM1;POLR1D;ABL2;SLC38A2
KDM5B 21448134 ChIP-Seq MESCs Mouse	24/3724	0.46983344574773234	0.9440578582781537	0	0	1.0311493018259936	0.7789064845525485	EIF4A2;CDV3;TPM4;UQCRB;HSPA5;LIF;DDX21;YBX1;EEF2;COX6C;ELL2;HERPUD1;AKAP12;PTP4A1;TAF1D;ABL2;LUC7L3;SNRPE;VDAC1;RICTOR;P4HB;SLC38A2;CTNNAL1;FERMT2
BACH1 22875853 ChIP-PCR HELA AND SCP4 Human	9/1352	0.4723346262015379	0.9461361301241985	0	0	1.0650887573964496	0.7988885582152977	AKAP12;HSPA5;SH2D3A;PDCD6;PIM1;TXNIP;BACH1;CLDN1;PHLDA1
EWS-ERG 20517297 ChIP-Seq CADO-ES1 Human	7/1038	0.4737657260877065	0.9460646852215812	0	0	1.0789980732177262	0.8060572327704761	CLDN4;UQCRB;MAFF;ASAP1;YBX1;COX6C;HBEGF
KLF5 18264089 ChIP-ChIP MESCs Mouse	1/103	0.4766089747096027	0.9488049033570793	0	0	1.553398058252427	1.1511594311441138	PAWR
KLF2 18264089 ChIP-ChIP MESCs Mouse	1/103	0.4766089747096027	0.9458855036544421	0	0	1.553398058252427	1.1511594311441138	PAWR
KLF4 18264089 ChIP-ChIP MESCs Mouse	1/104	0.4798970951486712	0.9494896514444569	0	0	1.5384615384615385	1.1295132048783192	PAWR
SALL1 21062744 ChIP-ChIP HESCs Human	1/105	0.483164722636426	0.9530313336406567	0	0	1.523809523809524	1.1084154557189847	EEF1A1
MEF2A 21415370 ChIP-Seq HL-1 Mouse	7/1048	0.4839010959270342	0.9515738014418812	0	0	1.0687022900763359	0.7757439973798649	EIF4A2;MARCKSL1;HSP90AB1;EEF1D;COTL1;SNRPE;IER2
POU3F1 26484290 ChIP-Seq ESCss Mouse	13/2000	0.48413164030722156	0.9491334589609663	0	0	1.0399999999999998	0.754414362146273	HSP90AB1;AHCY;H3F3A;HMGA1;ARHGAP29;DDX21;NEAT1;F3;MYC;SNRPE;VDAC1;IER2;AVPI1
MNX1 26342078 ChIP-Seq MIN6-4N Mouse	13/2000	0.48413164030722156	0.9462572969641149	0	0	1.0399999999999998	0.754414362146273	TNFRSF12A;ITGA3;CITED4;HMGA1;AKAP12;MYC;ABL2;SNRPE;SLC38A2;SOX4;FERMT2;HBEGF;AVPI1
